FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
5rk1/ppp2ppp/2n5/8/8/P2qP3/1B1P1PPP/3QK2R w K - 0 21,0,0,1,1,0,0,0,0,0,0,b2c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_268.npy
3rr1k1/ppp5/5p2/6p1/2PP3p/q1PQ3P/P4PPB/R3K2R w KQ - 1 20,0,0,1,1,0,0,0,0,0,1,e1f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_269.npy
2rk2nr/p2q1ppp/Q7/8/1b2p3/5NP1/PP1PPPBP/R1B1K2R w KQ - 0 12,1,0,1,1,0,0,0,0,0,0,e1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_270.npy
r1bqk2r/p3bp1p/2p2np1/4Q3/3p4/1PN3P1/PBPP1P1P/R3K1NR w KQkq - 1 11,0,0,1,1,0,0,0,0,0,0,c3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_271.npy
4k3/pbq2pr1/5p1p/np2p3/3b4/2N2P2/PPP2QPP/R1B1K2R w KQ - 0 18,1,0,1,1,0,0,0,0,0,0,f2d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_272.npy
r2qkb1r/5ppp/p1p1bn2/3pQ3/5B2/2N1P3/PP3PPP/3RK1NR b Kkq - 1 11,0,0,1,1,0,0,0,0,0,1,c6c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_273.npy
r1bqr3/bpp2kp1/p2p1n1p/P3p3/4P2N/2PP3P/P4PP1/R1BQKN1R b KQ - 2 12,0,1,1,1,0,0,0,0,0,0,d6d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_274.npy
r1bqkbnr/pp2pppp/8/2n5/3N4/3P1N2/P1P2PPP/R1BQKB1R w KQkq - 1 9,0,1,1,1,0,0,0,0,0,0,d4b3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_275.npy
2kr1bnr/pppbpppp/2n2q2/1B1N4/8/6Q1/PPP1NPPP/R1B1K2R b KQ - 9 9,0,0,1,1,0,0,0,0,0,0,f6d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_276.npy
r2qkb1r/pp3pp1/2p1p1p1/3pn3/3PnPP1/2P4P/PP2P1B1/R1BQK2R w KQkq - 0 14,0,1,1,1,0,0,0,0,0,0,g2e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_277.npy
r1b1k2r/ppp2ppp/2n2n2/3Pp3/Qbq5/8/PP1BNPPP/RN2KB1R w KQkq - 2 9,0,0,1,1,0,0,0,0,0,1,e2c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_278.npy
r1bq3r/pp2kppp/3bp3/1B1nN1Q1/4p3/2P5/PP3PPP/R1B1K2R b KQ - 4 13,0,0,1,1,0,0,0,0,0,0,d5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_279.npy
r2qkb1r/ppp1pppp/2N5/3n1b2/Q7/2N5/PP2PPPP/R1B1KB1R b KQkq - 0 9,0,0,1,1,0,0,0,0,0,0,d5c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_280.npy
rnbqk1nr/pp4pp/2p1pp2/3p3Q/Pb6/3BP3/1BPP1PPP/RN2K1NR b KQkq - 1 6,0,0,1,1,0,0,0,0,0,0,e8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_281.npy
2kr3r/pp6/1qn1bp1p/3p2p1/3Nn3/1NP5/PP3PPP/R2QKB1R w KQ - 2 16,0,0,1,1,0,0,0,0,0,0,f2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_282.npy
r3kb1r/3ppppp/n7/2pb4/8/1P2P3/1P1B1PPP/R3KBNR w KQkq - 0 12,0,0,1,1,0,0,0,0,0,0,g1f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_283.npy
r2qk2r/pp3ppp/2n1bb2/2p5/4N3/3P2P1/PP3PBP/R2QK1NR w KQkq - 0 11,0,0,1,1,0,0,0,0,0,0,g1e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_284.npy
r2qk2r/pp1n1ppp/4p3/2bpPn2/8/2N5/PPP1BPPP/R1BQK2R w KQkq - 0 10,0,0,1,1,0,0,0,0,0,0,e2d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_285.npy
3rk2r/1pp2ppp/p1n1b3/2P1P3/5P1q/4P1N1/PP4PP/R1BQK2R w KQk - 1 15,0,1,1,1,0,0,0,0,0,1,c1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_286.npy
r1b1kbnr/pp3ppp/1q2p3/3pP3/3P4/2B5/P3BPPP/RN1QK2R b KQkq - 3 12,0,1,1,1,0,0,0,0,0,0,c8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_287.npy
2r2Bk1/1pq1pp2/3p2p1/1P5p/P1n1b3/4Q2P/5PP1/R3KB1R w KQ - 2 21,0,0,1,1,0,1,0,0,0,0,e3c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_288.npy
B4rk1/p1B1p2p/b3p1p1/3p4/3bn3/2q2N2/P4PPP/R2Q2KR w - - 0 21,1,0,1,1,0,1,0,1,0,0,d1d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_289.npy
r3k1nr/1pp2pp1/p1p2qbp/2b1N3/4PPP1/2NP3P/PPP5/R1BQK2R w KQkq - 0 11,0,0,1,1,0,0,0,0,0,0,e5f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_290.npy
r1b1r1k1/p3ppbp/1pn3p1/4P3/2P2P2/B1N1nN2/PP2B1PP/3RK2R w K - 2 14,0,1,1,0,0,0,0,0,0,0,c3d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_291.npy
5b1r/p1p1p1kp/1p4p1/8/3r4/1B3Q2/Pq3PPP/4RK1R b - - 3 26,0,0,1,1,0,1,0,0,0,0,e7e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_292.npy
r2qk2r/pppn1ppp/8/4B2b/QbP5/7P/PP1NPPP1/R3KB1R w KQkq - 3 11,0,0,1,1,0,0,0,0,0,0,a4b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_293.npy
rn2kb1r/ppq1pp1p/2p2p2/5b2/2P1NP2/8/PP2Q1PP/3RKBNR b Kkq - 0 10,0,1,1,1,0,0,0,0,0,0,f5e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_294.npy
2rqr1k1/3bbpp1/4pn1p/3p3N/p1pP1B2/2P5/PPQ2PPP/RB2K2R b KQ - 1 19,0,1,1,1,0,0,0,0,0,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_295.npy
rnbq1rk1/ppp1bppp/4pn2/8/4N3/2NP4/PPP2PPP/R1BQKB1R w KQ - 1 7,0,1,1,1,0,0,0,0,0,0,e4f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_296.npy
r2qkb1r/ppp2ppp/2n5/3ppb2/3Pn3/2N1PPP1/PPP1N1BP/R1BQK2R b KQkq - 0 7,0,0,1,1,0,0,0,0,0,0,e4c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_297.npy
rn1q1rk1/pb2ppbp/1p4p1/2p5/4n3/1P1P2P1/PBP1NPBP/R2QK2R w KQ - 0 11,0,1,1,1,0,0,0,0,0,0,b2g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_298.npy
rnb1k2r/pp3ppp/2P2q2/8/2PP2n1/2N1p2P/PP4P1/R1BQ1BKR w kq - 1 12,1,0,1,1,0,1,0,0,0,0,d1f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_299.npy
N2k1b1r/pp2pppp/5n2/1B1p4/5B2/2q5/P1bN1PPP/3QK2R w K - 2 15,0,0,1,1,0,1,0,0,0,0,d1f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_300.npy
r3kb1r/p4p1p/5p2/4pq2/3pN3/P4P2/1PP3PP/R2QK2R b KQkq - 0 14,1,1,1,1,0,0,0,0,0,0,f5e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_301.npy
r1bqk2r/pp1p1ppp/2n1pn2/4P3/1bB5/2N1BN2/PP3PPP/R2QK2R b KQkq - 0 8,0,0,1,1,0,0,0,0,0,0,f6g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_302.npy
r1bq1k1r/pp1nb1p1/2p1QnBp/8/3P4/5N2/PPP2PPP/R1B1K2R b KQ - 0 11,1,0,1,1,0,0,0,0,0,0,e7b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_303.npy
rn1qkb1r/1p3ppp/p4n2/3NpbB1/4P3/8/PPP2PPP/R2QKB1R b KQkq - 0 8,0,0,1,1,0,0,1,0,0,1,f5d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_304.npy
rn2k2r/pp3ppp/1q1pb3/2b5/7B/2N2P2/PPP1P1PP/R2QKB1R w KQkq - 2 11,1,0,1,1,0,0,0,0,0,0,d1d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_305.npy
r6r/ppkn1p1p/2pbb3/4Pp2/2p2P2/2N1B3/PPP1N1PP/3RK2R b K - 0 13,0,1,1,0,0,0,0,0,0,0,d6b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_306.npy
rn2k2r/p1p2ppp/1p1bpq2/6B1/3P4/2PB1b2/PP3PPP/R2QK2R w KQkq - 0 10,0,0,1,1,0,0,0,0,0,0,d1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_307.npy
r1bqkbnr/3p1ppp/4p3/p1p5/1p1nP3/P1NPBN2/BPP2PPP/R2QK2R w KQkq - 0 9,0,1,1,1,0,0,0,0,0,0,c3a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_308.npy
r3kbnr/ppp2ppp/4b3/2q5/3p4/3P1B2/PPP2PPP/RNBQK2R w KQkq - 1 9,0,0,1,1,0,0,0,0,0,0,e1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_309.npy
rn1qkbnr/pp2ppp1/2p4p/5bNQ/3Pp3/7P/PPP2PP1/RNB1KB1R b KQkq - 1 6,0,0,1,1,0,0,0,0,0,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_310.npy
r1bqkb1r/pppnp2p/3p1p2/6Nn/3P3B/3BP3/PPP2PPP/RN1QK2R b KQkq - 0 8,0,0,1,1,0,0,0,0,0,0,h5g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_311.npy
r2qkb1r/ppp1ppp1/5n1p/n3N3/2BP2b1/2N1P3/PP3PPP/R1BQK2R b KQkq - 2 8,0,0,1,1,0,0,0,0,0,0,a5c4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_312.npy
r1b2k1r/pp2ppNp/2np1np1/8/2B1P3/2N1BP2/PqP3PP/R2QK2R w KQ - 1 11,0,0,1,1,0,0,0,0,0,0,e3d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_313.npy
r1bqk1nr/p4pbp/2p1p1p1/6B1/3pP3/2N2P2/PPPQ2PP/R3KB1R b KQkq - 1 10,1,1,1,1,0,0,0,0,0,0,f7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_314.npy
r1bq2kr/pp2p1bp/2n3p1/2p3N1/3PP3/1QP5/P4PPP/R1B1K2R b KQ - 3 11,1,1,1,1,0,0,0,0,0,0,e7e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_315.npy
r2q1rk1/pp2nppp/2nb4/8/4P3/2NQ1B2/PP3PPP/R1B1K2R w KQ - 1 12,1,0,1,1,0,0,0,0,0,0,c1e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_316.npy
r3kb1r/pp3ppp/2p1pnb1/q5P1/2P1p3/P1N4B/1P1QNP1P/3RK2R b Kkq - 0 15,0,1,1,1,0,0,0,0,0,0,e4e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_317.npy
r2q1r1k/pb1pbp2/1p3n2/2p1P1Q1/8/2NB4/PPP2PPP/R3K2R b KQ - 0 16,1,0,1,1,0,0,0,0,0,0,f8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_318.npy
rn3rk1/1b2qppp/p2bpn2/3p2N1/1P6/P1N1P3/1BQ1BPPP/3RK2R b K - 8 14,1,1,1,1,0,0,0,0,0,0,b8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_319.npy
6rk/pp6/3p3b/2n1p2q/4P3/2N1P3/PPP2R2/R2KQ3 w - - 0 28,1,0,1,1,0,0,0,0,0,0,d1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_320.npy
2bq2k1/p1p1rpbp/1pBp1np1/1P2p1n1/P1P5/B1NPP1P1/4NP1P/1R1QK2R w K - 5 16,0,1,1,1,0,0,0,0,0,0,h2h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_321.npy
rn1q1k1r/pb1p1pbp/1ppP1np1/4Q1B1/8/P1N5/1P2PPPP/R3KBNR b KQ - 5 10,0,1,1,1,0,0,0,0,0,1,h7h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_322.npy
r1bqk2r/pppp1pQp/8/4n3/1b1Pn3/2N5/PPP2PPP/R1B1KB1R b KQkq - 0 7,0,0,1,1,0,0,0,0,0,0,e5g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_323.npy
rnbqkb1r/pp3ppp/5n2/2pN2B1/2P1p3/8/PP3PPP/R2QKBNR b KQkq - 2 7,0,1,1,1,0,0,0,0,0,1,f8e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_324.npy
r3kb1r/p1np1pp1/bq2P2p/8/3N3B/2P2Q2/5PPP/3RK2R b Kkq - 0 20,0,0,1,1,0,1,1,0,0,0,d7e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_325.npy
r1bq1b1r/pppk1Npp/2nP3n/8/2Bp4/8/PPP1QPPP/RNB1K2R b KQ - 0 9,0,0,1,1,0,0,0,0,0,0,d8f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_326.npy
r2q1rk1/1p1bbppp/p2p1n2/4p1B1/P1B1P3/2NP3P/1P3PP1/R2QK2R w KQ - 1 14,1,0,1,1,0,0,0,0,0,0,e1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_327.npy
r1bqkbnr/1p3ppp/p3p3/4P3/3N4/3B4/PP3PPP/R1BQK2R b KQkq - 0 10,0,1,1,1,0,0,0,0,0,0,d8a5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_328.npy
r2qk2r/ppp2ppp/2pb1n2/4P3/4P1b1/P1N2N2/1PP2PPP/R1BQK2R b KQkq - 0 8,0,0,1,1,0,0,0,0,0,0,g4f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_329.npy
rnb2rk1/pp1n3p/2pbppp1/3pNqBQ/3P4/2NBP3/PPP2PPP/R3K2R w KQ - 0 12,0,1,1,1,0,0,0,0,0,0,d3f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_330.npy
rnb2b1r/p1p2pp1/5k1p/1p6/2N5/8/PPP2PPP/RN2KB1R w KQ - 0 11,0,1,1,0,0,0,0,0,0,0,c4e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_331.npy
r1b1k1nr/pppp1ppp/1q6/4P3/1N1b4/1R6/P1PBPPPP/3QKB1R w Kkq - 1 12,0,0,1,1,0,0,0,0,0,1,e2e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_332.npy
r1b1k2r/pp2bppp/2N1pn2/3q4/8/N1P1B3/PP3PPP/R2QKB1R b KQkq - 0 9,0,1,1,1,0,0,0,0,0,0,b7c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_333.npy
r1bk3r/p3pBbp/2p3p1/8/4pB2/8/PPP2PPP/R3K2R b KQ - 0 12,0,1,1,0,0,0,0,0,0,0,e7e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_334.npy
rn1qk2r/pbpp2pp/1p2pn2/6B1/1bPPp3/2NB4/PPQ2PPP/R3K1NR w KQkq - 0 8,0,0,1,1,0,0,0,0,0,1,d3e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_335.npy
r2q1rk1/2pb2bp/1pn1Bnp1/p7/P2P4/1Q2P3/1P1N1PPP/R1B1K2R b KQ - 0 13,1,1,1,1,0,0,0,0,0,0,g8h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_336.npy
rn2k2r/pp3pbp/2p2np1/q3B3/2P1P1b1/2NB1N2/PP3PPP/R2QK2R w KQkq - 1 10,0,0,1,1,0,0,0,0,0,1,e5d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_337.npy
r1bq3r/pp2kpp1/2pbpn1p/8/3P3Q/3B1N2/PPP2PPP/R1B1K2R w KQ - 3 12,0,0,1,1,0,0,0,0,0,0,f3e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_338.npy
r4rk1/ppp4p/2pqbp2/2b3pn/4P2B/3P1N1P/PPPN1PP1/R2QK2R w KQ - 0 12,0,0,1,1,0,0,0,0,0,0,g2g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_339.npy
r1bqk2r/3n1pp1/p1p1pB1p/1pb5/8/P1NP1Q1P/BPP1NPP1/R3K2R b KQkq - 0 12,0,0,1,1,0,0,0,0,0,0,d8f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_340.npy
r4rk1/pp5N/2n2npQ/1N1pp3/1q1p1Pb1/3B4/PPP3PP/R4K1R b - - 2 17,1,0,1,1,0,0,0,0,0,0,c6e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_341.npy
r2qkb1r/pp2nppp/2n1p1b1/1Bp1N3/3P4/6N1/PPP2PPP/R1BQK2R w KQkq - 4 9,0,0,1,1,0,0,0,0,0,0,e1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_342.npy
r2q1r2/5kpQ/1bp1p1B1/p2np3/P2P4/4P2P/5PP1/R3K2R b KQ - 2 21,0,0,1,1,0,0,0,0,0,0,f7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_343.npy
r2q1rk1/p1p2ppp/2pP4/6n1/3Q4/B1PB3b/P1P2PPP/R3K2R w KQ - 3 13,0,0,1,1,0,0,0,0,0,0,e1f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_344.npy
2r3k1/6p1/4bp1p/8/1B1Pn3/4P3/5PPP/4KB1R w K - 0 25,0,0,1,0,0,0,0,0,0,0,b4c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_345.npy
rnb2rk1/5pp1/p3p2p/1p1qP3/2pPN1Q1/2P5/5PPP/1R2KB1R b K - 6 16,1,0,1,1,0,1,0,0,0,0,b8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_346.npy
7r/2q2kbp/3p2p1/8/2bQP3/8/PPP2PPP/RN2K2R w KQ - 1 22,0,0,1,1,0,0,0,0,0,0,d4d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_347.npy
r3kbnr/ppp2ppp/2b5/8/4N3/6P1/PP1PPP1P/R1B1KB1R w KQkq - 1 11,0,0,1,1,0,0,0,0,0,0,f2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_348.npy
r1b1k2r/ppp2ppp/2p5/8/3qP3/2NPnQ2/PPP3PP/R4BKR w kq - 0 11,0,1,1,1,0,0,0,0,0,0,f3f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_349.npy
r2qkbnr/p4ppp/2p1p3/3p4/3P1Bb1/2P2N2/PP3PPP/RN1QK2R b KQkq - 0 8,0,0,1,1,0,0,0,0,0,0,g8e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_350.npy
2kr3r/ppp2ppp/8/1NbPp2q/2P5/3nn2P/PP1N1PP1/R1BQ1K1R w - - 1 14,0,1,1,1,0,0,0,0,0,1,f1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_351.npy
r4rk1/pQ4bp/4p1p1/2P1n3/1P6/2n1q3/P2N1PPP/R3K1NR w KQ - 0 17,0,1,1,1,0,0,0,0,0,0,f2e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_352.npy
rn1q1rk1/1b1p1ppp/p3p3/1ppnP1N1/7Q/2NP4/PPP1BPPP/R3K2R b KQ - 0 11,0,0,1,1,0,0,0,0,0,0,h7h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_353.npy
rnb1k2r/pp3ppp/2pbpn2/q7/3P4/1PN2N2/PBP2PPP/R2QKB1R w KQkq - 1 8,0,0,1,1,0,0,0,0,0,1,d1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_354.npy
r1bqr1k1/pp3pb1/3pp2p/2B1N1p1/8/2PP4/P1P1QPPP/R3KB1R w KQ - 0 15,0,0,1,1,0,0,0,0,0,0,c5e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_355.npy
r4rk1/p1p2ppp/2p3b1/3pBP2/4n1Pq/1P1PP2P/P1P5/RN1QK2R w KQ - 1 14,0,0,1,1,0,0,0,0,0,1,e1e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_356.npy
